,0
2024-08-01,120.49267348143069
2024-09-01,117.84600084892075
2024-10-01,120.99420218770095
2024-11-01,119.22842447886536
2024-12-01,121.47166142732846
2025-01-01,120.47874530874724
2025-02-01,122.09025672332052
2025-03-01,121.60755321839078
2025-04-01,122.80838756904856
2025-05-01,122.65592305301283
2025-06-01,123.5912752000848
2025-07-01,123.65221726333644
