Date,Open,High,Low,Close,Adj Close,Volume
2003-12-01,7.074999809265137,7.295000076293945,6.824999809265137,6.880000114440918,6.198145389556885,6315600
2004-01-01,6.875,9.925000190734863,6.849999904632568,8.914999961853027,8.031465530395508,6382800
2004-02-01,8.899999618530273,9.899999618530273,8.5,9.649999618530273,8.693621635437012,2312800
2004-03-01,9.699999809265137,9.895000457763672,8.899999618530273,9.25,8.333260536193848,1168200
2004-04-01,9.274999618530273,10.5,8.005000114440918,8.444999694824219,7.6080427169799805,2128600
2004-05-01,8.449999809265137,8.994999885559082,8.125,8.520000457763672,7.675608158111572,2732200
2004-06-01,8.520000457763672,9.550000190734863,7.690000057220459,7.849999904632568,7.0720109939575195,4637800
2004-07-01,7.949999809265137,8.074999809265137,7.289999961853027,7.525000095367432,6.779219150543213,2312200
2004-08-01,7.5,7.960000038146973,7.199999809265137,7.945000171661377,7.157595157623291,1909400
2004-09-01,7.900000095367432,8.970000267028809,7.614999771118164,8.850000381469727,7.972902297973633,1162600
2004-10-01,8.854999542236328,10.100000381469727,8.694999694824219,9.864999771118164,8.887310981750488,4059600
2004-11-01,9.895000457763672,10.944999694824219,9.835000038146973,10.699999809265137,9.639556884765625,2113200
2004-12-01,10.925000190734863,12.104999542236328,10.324999809265137,12.029999732971191,10.837740898132324,2112800
2005-01-01,12.130000114440918,12.130000114440918,10.604999542236328,11.25,10.13504695892334,4531200
2005-02-01,11.350000381469727,12.3149995803833,11.225000381469727,11.289999961853027,10.17108154296875,1964200
2005-03-01,11.329999923706055,11.585000038146973,8.550000190734863,8.710000038146973,7.846780776977539,4489000
2005-04-01,8.65999984741211,8.805000305175781,6.724999904632568,7.545000076293945,6.797239780426025,2965600
2005-05-01,7.525000095367432,8.354999542236328,7.125,7.909999847412109,7.126063346862793,1398800
2005-06-01,7.914999961853027,9.350000381469727,7.599999904632568,8.755000114440918,7.887318134307861,1953000
2005-07-01,8.75,9.475000381469727,8.75,9.289999961853027,8.369297981262207,1213200
2005-08-01,9.279999732971191,9.475000381469727,8.1899995803833,8.295000076293945,7.472910404205322,990600
2005-09-01,8.295000076293945,9.039999961853027,7.980000019073486,8.420000076293945,7.585517883300781,1387800
2005-10-01,8.399999618530273,8.885000228881836,8.204999923706055,8.854999542236328,7.977408409118652,929000
2005-11-01,8.850000381469727,9.125,7.539999961853027,7.824999809265137,7.049488067626953,6312200
2005-12-01,7.894999980926514,8.199999809265137,7.489999771118164,7.554999828338623,6.806247711181641,1853200
2006-01-01,7.605000019073486,9.5,7.324999809265137,9.3149995803833,8.391815185546875,5055200
2006-02-01,9.324999809265137,9.670000076293945,8.914999961853027,9.234999656677246,8.319747924804688,3097400
2006-03-01,9.1850004196167,9.994999885559082,8.805000305175781,9.279999732971191,8.360286712646484,4069800
2006-04-01,9.225000381469727,9.524999618530273,8.920000076293945,9.475000381469727,8.53596019744873,2660400
2006-05-01,9.475000381469727,9.579999923706055,8.324999809265137,8.970000267028809,8.081010818481445,3464200
2006-06-01,8.930000305175781,9.975000381469727,8.079999923706055,9.479999542236328,8.540464401245117,6131600
2006-07-01,9.475000381469727,10.489999771118164,9.055000305175781,10.289999961853027,9.27019214630127,10459600
2006-08-01,10.100000381469727,11.510000228881836,9.78499984741211,11.114999771118164,10.013425827026367,5642400
2006-09-01,11.074999809265137,12.220000267028809,10.350000381469727,11.505000114440918,10.364773750305176,6059000
2006-10-01,11.510000228881836,11.944999694824219,10.984999656677246,11.225000381469727,10.112525939941406,6633600
2006-11-01,11.21500015258789,11.789999961853027,10.574999809265137,11.354999542236328,10.22964096069336,4594800
2006-12-01,11.319999694824219,11.635000228881836,10.805000305175781,10.970000267028809,9.88279914855957,2962600
2007-01-01,10.845000267028809,10.994999885559082,9.3149995803833,9.600000381469727,8.648574829101562,7088000
2007-02-01,9.645000457763672,10.260000228881836,9.28499984741211,9.449999809265137,8.513439178466797,3535200
2007-03-01,9.324999809265137,11.229999542236328,8.625,10.619999885559082,9.567483901977539,8026000
2007-04-01,10.550000190734863,10.994999885559082,9.760000228881836,9.774999618530273,8.806230545043945,6372600
2007-05-01,9.795000076293945,10.395000457763672,9.609999656677246,10.239999771118164,9.225146293640137,6299800
2007-06-01,10.345000267028809,10.920000076293945,9.725000381469727,10.305000305175781,9.28370189666748,9257200
2007-07-01,10.404999732971191,10.795000076293945,9.78499984741211,10.15999984741211,9.153070449829102,8493200
2007-08-01,10.21500015258789,11.050000190734863,9.454999923706055,9.960000038146973,8.972896575927734,14322000
2007-09-01,9.925000190734863,10.8100004196167,9.680000305175781,10.279999732971191,9.261178970336914,10452400
2007-10-01,10.270000457763672,11.5,10.0649995803833,11.1850004196167,10.076489448547363,8459600
2007-11-01,10.9350004196167,11.170000076293945,9.90999984741211,10.329999923706055,9.30622673034668,6580000
2007-12-01,10.260000228881836,10.5600004196167,9.505000114440918,9.800000190734863,8.828751564025879,4154000
2008-01-01,9.75,11.904999732971191,8.8149995803833,10.649999618530273,9.594511032104492,9597200
2008-02-01,10.645000457763672,11.6899995803833,10.25,10.404999732971191,9.373791694641113,7074000
2008-03-01,10.430000305175781,11.34000015258789,10.074999809265137,10.609999656677246,9.558475494384766,7521000
2008-04-01,10.854999542236328,12.25,9.970000267028809,11.9399995803833,10.756665229797363,15780800
2008-05-01,11.954999923706055,12.600000381469727,10.279999732971191,12.425000190734863,11.193598747253418,20580000
2008-06-01,12.489999771118164,13.640000343322754,12.300000190734863,12.545000076293945,11.301706314086914,16172200
2008-07-01,12.444999694824219,12.725000381469727,11.3149995803833,11.680000305175781,10.522429466247559,15047200
2008-08-01,11.625,12.614999771118164,10.944999694824219,11.494999885559082,10.355768203735352,9643600
2008-09-01,11.630000114440918,11.779999732971191,10.279999732971191,11.170000076293945,10.062975883483887,11108400
2008-10-01,11.039999961853027,11.055000305175781,7.065000057220459,7.715000152587891,6.9503912925720215,13990200
2008-11-01,7.650000095367432,7.960000038146973,4.315000057220459,5.230000019073486,4.711670398712158,10132800
2008-12-01,5.09499979019165,5.795000076293945,4.349999904632568,5.664999961853027,5.103559970855713,9057600
2009-01-01,5.710000038146973,8.154999732971191,5.670000076293945,7.675000190734863,6.914356708526611,15361800
2009-02-01,7.59499979019165,8.989999771118164,7.184999942779541,7.409999847412109,6.675617218017578,10488400
2009-03-01,7.28000020980835,10.354999542236328,6.614999771118164,9.835000038146973,8.860284805297852,16769200
2009-04-01,9.704999923706055,11.015000343322754,8.729999542236328,10.765000343322754,9.698119163513184,14474600
2009-05-01,10.710000038146973,13.0,10.5600004196167,12.9399995803833,11.65755844116211,10680600
2009-06-01,13.130000114440918,13.84000015258789,11.255000114440918,12.494999885559082,11.256657600402832,10233600
2009-07-01,13.029999732971191,15.010000228881836,12.975000381469727,14.210000038146973,12.801689147949219,20673200
2009-08-01,14.225000381469727,16.28499984741211,13.96500015258789,14.824999809265137,13.355738639831543,10703800
2009-09-01,14.824999809265137,16.510000228881836,14.449999809265137,15.239999771118164,13.729615211486816,12949600
2009-10-01,15.140000343322754,15.40999984741211,12.8149995803833,12.864999771118164,11.58999252319336,12941800
2009-11-01,12.984999656677246,15.319999694824219,12.489999771118164,14.154999732971191,12.752140998840332,11236400
2009-12-01,14.225000381469727,15.699999809265137,13.770000457763672,15.329999923706055,13.810690879821777,8174200
2010-01-01,15.484999656677246,16.21500015258789,13.135000228881836,13.234999656677246,11.923320770263672,11100600
2010-02-01,13.25,14.770000457763672,12.755000114440918,14.319999694824219,12.900789260864258,8834800
2010-03-01,14.390000343322754,16.084999084472656,14.380000114440918,14.779999732971191,13.315200805664062,12443400
2010-04-01,14.930000305175781,15.104999542236328,13.680000305175781,13.710000038146973,12.351245880126953,14759800
2010-05-01,13.704999923706055,14.454999923706055,12.550000190734863,13.364999771118164,12.040436744689941,12964400
2010-06-01,13.180000305175781,14.020000457763672,12.274999618530273,12.8100004196167,11.540441513061523,13681200
2010-07-01,12.800000190734863,13.5,12.25,13.194999694824219,11.887284278869629,8409200
2010-08-01,13.420000076293945,13.4399995803833,11.3100004196167,11.529999732971191,10.387297630310059,11083800
2010-09-01,11.704999923706055,14.395000457763672,11.670000076293945,14.069999694824219,12.675565719604492,9579200
2010-10-01,14.135000228881836,15.149999618530273,13.625,14.520000457763672,13.080971717834473,11761600
2010-11-01,14.5649995803833,15.21500015258789,13.975000381469727,14.329999923706055,12.90980052947998,6953200
2010-12-01,14.545000076293945,15.96500015258789,14.364999771118164,15.600000381469727,14.053934097290039,4519800
2011-01-01,15.744999885559082,18.25,15.529999732971191,16.69499969482422,15.040404319763184,10463200
2011-02-01,16.8799991607666,17.834999084472656,16.815000534057617,17.639999389648438,15.891758918762207,6700800
2011-03-01,17.770000457763672,18.360000610351562,15.454999923706055,16.364999771118164,14.743115425109863,12316400
2011-04-01,16.459999084472656,16.959999084472656,15.649999618530273,16.764999389648438,15.103475570678711,6670800
2011-05-01,16.864999771118164,17.239999771118164,15.920000076293945,16.3700008392334,14.747623443603516,5506800
2011-06-01,16.360000610351562,16.434999465942383,14.654999732971191,15.850000381469727,14.279154777526855,7470000
2011-07-01,15.885000228881836,16.030000686645508,13.960000038146973,14.15999984741211,12.756646156311035,8335400
2011-08-01,14.300000190734863,14.3100004196167,11.279999732971191,13.170000076293945,11.864764213562012,10672600
2011-09-01,13.1850004196167,14.324999809265137,11.595000267028809,13.100000381469727,11.801700592041016,14315200
2011-10-01,13.069999694824219,14.805000305175781,12.329999923706055,14.4350004196167,13.00439167022705,11268200
2011-11-01,13.895000457763672,15.130000114440918,13.694999694824219,14.675000190734863,13.220605850219727,8605200
2011-12-01,14.649999618530273,15.350000381469727,14.1850004196167,15.229999542236328,13.720600128173828,7342200
2012-01-01,15.569999694824219,18.200000762939453,15.15999984741211,18.09000015258789,16.297155380249023,14468600
2012-02-01,18.139999389648438,20.90999984741211,18.104999542236328,20.614999771118164,18.5719051361084,16342000
2012-03-01,20.690000534057617,22.125,18.364999771118164,19.06999969482422,17.180028915405273,18107600
2012-04-01,19.100000381469727,19.489999771118164,18.024999618530273,19.045000076293945,17.157516479492188,9345200
2012-05-01,19.059999465942383,19.200000762939453,16.59000015258789,16.674999237060547,15.022394180297852,8212000
2012-06-01,16.329999923706055,17.3799991607666,15.630000114440918,17.2450008392334,15.535903930664062,10612600
2012-07-01,17.299999237060547,17.735000610351562,16.204999923706055,16.915000915527344,15.238608360290527,6319400
2012-08-01,16.989999771118164,17.809999465942383,16.295000076293945,17.264999389648438,15.553916931152344,8367200
2012-09-01,17.280000686645508,17.940000534057617,15.869999885559082,16.290000915527344,14.675552368164062,9328400
2012-10-01,16.344999313354492,16.594999313354492,15.670000076293945,16.19499969482422,14.589966773986816,7779800
2012-11-01,16.239999771118164,16.575000762939453,15.350000381469727,16.510000228881836,14.873744010925293,5210600
2012-12-01,16.575000762939453,17.3700008392334,16.274999618530273,17.190000534057617,15.486350059509277,4546600
2013-01-01,17.475000381469727,18.395000457763672,17.2549991607666,17.975000381469727,16.193552017211914,8534800
2013-02-01,18.084999084472656,19.239999771118164,17.959999084472656,19.065000534057617,17.17552947998047,7813200
2013-03-01,18.920000076293945,20.610000610351562,18.354999542236328,18.5,16.666521072387695,5397400
2013-04-01,18.440000534057617,18.600000381469727,16.020000457763672,17.299999237060547,15.58544921875,7817400
2013-05-01,17.2450008392334,20.549999237060547,16.860000610351562,20.274999618530273,18.265615463256836,8347000
2013-06-01,20.329999923706055,22.049999237060547,20.075000762939453,21.139999389648438,19.044876098632812,11636200
2013-07-01,21.184999465942383,25.014999389648438,21.09000015258789,24.760000228881836,22.30611228942871,9475800
2013-08-01,24.864999771118164,26.264999389648438,23.725000381469727,23.7549991607666,21.40071678161621,7940400
2013-09-01,23.895000457763672,32.25,23.434999465942383,30.725000381469727,27.679943084716797,10898600
2013-10-01,30.600000381469727,31.559999465942383,29.110000610351562,30.649999618530273,27.612375259399414,6930000
2013-11-01,30.579999923706055,33.400001525878906,29.889999389648438,33.08000183105469,29.80154800415039,4064800
2013-12-01,33.0,34.35499954223633,32.01499938964844,33.70000076293945,30.3601016998291,4608400
2014-01-01,33.57500076293945,33.57500076293945,27.825000762939453,28.075000762939453,25.29257583618164,9371600
2014-02-01,28.03499984741211,30.434999465942383,25.825000762939453,29.739999771118164,26.79256820678711,6055000
2014-03-01,29.329999923706055,31.739999771118164,28.75,30.30500030517578,27.301570892333984,7155200
2014-04-01,30.2549991607666,39.720001220703125,30.2549991607666,33.689998626708984,30.351091384887695,11304400
2014-05-01,33.70000076293945,34.064998626708984,29.649999618530273,33.05500030517578,29.77901840209961,8792600
2014-06-01,33.20500183105469,36.625,31.795000076293945,36.42499923706055,32.81501770019531,9777200
2014-07-01,36.43000030517578,37.28499984741211,31.0049991607666,32.25,29.053804397583008,17043400
2014-08-01,32.25,35.400001525878906,31.729999542236328,34.869998931884766,31.414127349853516,8542800
2014-09-01,34.93000030517578,35.75,29.875,32.314998626708984,29.112361907958984,13851000
2014-10-01,32.185001373291016,34.85499954223633,29.635000228881836,34.59000015258789,31.161893844604492,12318000
2014-11-01,34.75,36.3849983215332,34.654998779296875,35.720001220703125,32.246158599853516,5360600
2014-12-01,35.58000183105469,39.9900016784668,33.82500076293945,39.08000183105469,35.27939987182617,7255800
2015-01-01,39.29499816894531,40.119998931884766,35.01499938964844,37.095001220703125,33.487449645996094,8825800
2015-02-01,37.10499954223633,40.06999969482422,36.29999923706055,38.125,34.47261428833008,6951800
2015-03-01,38.1349983215332,40.13999938964844,35.54999923706055,38.625,34.924713134765625,11331400
2015-04-01,37.029998779296875,40.0,35.06999969482422,38.25,34.58564376831055,11388200
2015-05-01,38.21500015258789,41.9900016784668,37.845001220703125,41.334999084472656,37.437339782714844,5754200
2015-06-01,41.45000076293945,42.625,36.16999816894531,36.595001220703125,33.14429473876953,10692800
2015-07-01,36.78499984741211,38.39500045776367,35.5,37.814998626708984,34.24925994873047,10698800
2015-08-01,37.94499969482422,40.11000061035156,36.564998626708984,39.595001220703125,35.92229461669922,8590600
2015-09-01,39.01499938964844,43.43000030517578,38.279998779296875,42.529998779296875,38.58505630493164,11234000
2015-10-01,42.439998626708984,47.29499816894531,41.20500183105469,44.220001220703125,40.11829376220703,12448200
2015-11-01,44.31999969482422,48.459999084472656,43.69499969482422,47.1349983215332,42.855369567871094,7229400
2015-12-01,47.369998931884766,48.29499816894531,44.560001373291016,44.96500015258789,40.88239669799805,16610200
